identif,genero,idade,concelho,lat,lon,dieta_saudavel,carne_branca,carne_vermelha,leite,ovos,sobras,cereais,leguminosas,vegetais,frutas,snacks,take_away,jantar_fora,compra_frutas,onde_compra,como_desloca,considera_que_tem_diversidade,perto_longe,alteracoes_climaticas,mudar_habitos,o_que_bloqueia,autosuficiencia,politicas,fao1,fao2,rendimento,instrucao,situacao_prof,saude,score_proteina,score_fruta,score_processados,score_sustentabilidade,dieta_percecionada,score_geral,FID,CreationDate,Creator,EditDate,Editor,GlobalID,x,y
652167,Mulher,49,braga,41.544478205,-8.420923539,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,supermercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",2,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,5,4,3,5,3.5,1165,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,d151ab63-7d1f-4ce3-8e2d-34991ccd1842,-8.420923539,41.544478205
652168,Mulher,68,marinha grande,39.785240742,-8.952635577,Todos os dias,"Todos os dias, várias vezes",Ocasionalmente no mês,"Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,mercearia,a pé,Sim,,Ns/Nr,Sim,2,Não sei,Sim,Ns/Nr,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Reformado(a),Não,1,1,4,5,5,2.75,1166,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b129918a-9969-44cd-a94d-acb85f558255,-8.952635577,39.785240742
652169,Homem,76,loures,38.861301926,-9.151676932,Nunca,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Uma vez por dia,Ocasionalmente no mês,Algumas vezes por semana,grandes superficies,carro,Não,,Não,"Não mudou, mas consideraria mudar",3,Sim,Não,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Não,2,3,2,1,1,2,1167,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a5ac1ad5-64db-4d73-b016-8e084c82dd51,-9.151676932,38.861301926
652172,Homem,49,portalegre,39.26927428,-7.399571537,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,supermercado,carro,Sim,,Não,Não mudou,2,Sim,Não,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,4,3,1,4,2.5,1168,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b906d712-c1ab-40ff-9424-647a32c4ae88,-7.399571537,39.26927428
652175,Homem,47,braga,41.544478205,-8.420923539,Ocasionalmente no mês,Uma vez por dia,Uma vez por dia,"Todos os dias, várias vezes",Ocasionalmente no mês,,Uma vez por semana,,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Uma vez por semana,grandes superficies,a pé,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",4,Não,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,2,2,1,2,1.5,1169,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,308361ce-78a1-4074-8469-5adce4c4d975,-8.420923539,41.544478205
652176,Homem,47,benavente,38.867761157,-8.81105308,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,2,1,4,1,4,2,1170,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,db4c868e-b216-4bd0-8187-0afa9928c255,-8.81105308,38.867761157
652177,Homem,32,mafra,38.961136215,-9.308886328,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,grandes superficies,carro,Não,,Não,"Não mudou, mas consideraria mudar",2,Não,Não,Ns/Nr,Ns/Nr,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,2,3,2,1,4,2,1171,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3ad3959f-fca2-4429-a612-66293d0e2731,-9.308886328,38.961136215
652178,Mulher,70,serpa,37.932941055,-7.489637356,Todos os dias,Uma vez por dia,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,supermercado,carro,Não,,Ns/Nr,Não mudou,1,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Não,3,4,3,1,5,2.75,1172,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4fd42666-d54c-4d0d-8124-83446f0ab1dd,-7.489637356,37.932941055
652179,Mulher,43,leiria,39.789478307,-8.80234459,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,"Todos os dias, várias vezes",,Uma vez por dia,"Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Nunca,Algumas vezes por semana,supermercado,carro,Não,,Sim,Sim,2,Não sei,Sim,Sim,Sim,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,3,4,2,1,4,2.5,1173,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,9a567f85-93a5-4e29-aa1d-6eceef5dd376,-8.80234459,39.789478307
652180,Mulher,50,vila nova de gaia,41.074443664,-8.58053563,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,mercearia,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",4,Sim,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,5,4,5,5,4,1174,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8cf91f59-e2c7-4828-9e02-b1018e5f9138,-8.58053563,41.074443664
652181,Mulher,20,coimbra,40.216154074,-8.446176762,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,mercado,a pé,Sim,,Sim,Sim,3,Sim,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Estudante,Não,3,5,1,5,4,3.5,1175,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8b806830-9da6-4b31-89af-bc658b683357,-8.446176762,40.216154074
652183,Homem,74,gouveia,40.501374928,-7.580323347,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Nunca,Nunca,Uma vez por semana,grandes superficies,carro,Sim,,Sim,"Não mudou, mas consideraria mudar",4,Não sei,Sim,Não,Não,O rendimento atual dá para viver,Instrução primária completa,Reformado(a),Sim,2,5,3,1,4,2.75,1176,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,392e0afb-0585-4973-b257-8fc4a84c5bc0,-7.580323347,40.501374928
652184,Mulher,24,santiago do cacem,37.953139154,-8.56807485,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,mercearia,carro,Não,,Não,Sim,4,Não sei,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,3,3,2,3,4,2.75,1177,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,aad11361-b1e2-4a25-9a06-62448e04e919,-8.56807485,37.953139154
652185,Mulher,60,porto,41.161698034,-8.620935214,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Não,,Sim,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Não,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,2,3,2,1,2,2,1178,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,9fac0a7c-e2ba-4104-8a22-3bf8302ac864,-8.620935214,41.161698034
652186,Mulher,46,barcelos,41.536703659,-8.623725928,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,mercado,a pé,Não,,Ns/Nr,Sim,2,Não sei,Sim,Sim,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,5,5,4,3,4,4.25,1179,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,e91a9a4b-e267-4353-859d-a2011eff9527,-8.623725928,41.536703659
652187,Homem,42,castelo branco,39.854838625,-7.501662011,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Ocasionalmente no mês,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Todos os dias,Algumas vezes por semana,mercado,carro,Não,,Sim,Não mudou,3,Sim,Não,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,3,2,2,2,2,1180,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2a41cf9d-8e29-4ab5-8d13-43ed281d3014,-7.501662011,39.854838625
652188,Homem,37,silves,37.270330152,-8.34584899,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Não,,Ns/Nr,Não mudou,2,Não sei,Não sei,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,5,3,2,1,4,2.75,1181,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,91b6c21e-e78e-4760-894c-56ead62b6d6d,-8.34584899,37.270330152
652190,Homem,66,oliveira do hospital,40.368463775,-7.863722179,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Sim,,Não,"Não mudou, mas consideraria mudar",2,Sim,Sim,Ns/Nr,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,3,4,3,2,5,3,1182,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,856d00c6-ca35-4323-943e-fba0518d1ce9,-7.863722179,40.368463775
652192,Homem,51,vila nova de gaia,41.074443664,-8.58053563,Nunca,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por dia,Algumas vezes por semana,,Nunca,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Sim,"Não mudou, mas consideraria mudar",2,Sim,Não sei,Não,Não,O rendimento atual dá para viver,9º ano (antigo 5º ano),Empregado(a),Não,2,3,2,1,1,2,1183,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2cbaa69f-09d4-442a-807c-77689e77f348,-8.58053563,41.074443664
652201,Mulher,65,entroncamento,39.46436556,-8.478658413,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Todos os dias,supermercado,carro,Não,,Sim,Sim,1,Sim,Sim,Não,Sim,Recusa,12º ano (ensino secundário),Empregado(a),Não,2,5,2,1,5,2.5,1184,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,20ecb691-c25a-4f09-9906-ab26e3440a4f,-8.478658413,39.46436556
652204,Homem,41,evora,38.533138692,-7.870218718,Nunca,"Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",,Uma vez por semana,,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Todos os dias,Algumas vezes por semana,mercearia,carro,Sim,,Ns/Nr,Não mudou,5,Sim,Não sei,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,2,2,2,1,1.75,1185,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,34d62399-8202-44d1-b78c-fdb0f6171703,-7.870218718,38.533138692
652205,Homem,24,matosinhos,41.212972558,-8.671430599,Uma vez por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,supermercado,a pé,Sim,,Não,Não mudou,4,Não,Não,Não,Sim,O rendimento atual dá para viver,12º ano (ensino secundário),Estudante,Não,1,4,2,1,3,2,1186,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,393ffe61-6ae3-4b9b-bab7-9f3229efce8b,-8.671430599,41.212972558
652206,Homem,30,olhao,37.062044665,-7.810459907,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por semana,,Nunca,Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,Uma vez por semana,supermercado,a pé,Sim,,Não,Não mudou,2,Não,Não,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,1,4,1,4,2.75,1187,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b74be38b-c838-44c9-ad12-6c03416cdef1,-7.810459907,37.062044665
652208,Homem,70,castelo branco,39.854838625,-7.501662011,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes",Uma vez por dia,Uma vez por semana,Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,grandes superficies,carro,Sim,,Não,Não mudou,4,Não,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Reformado(a),Não,5,4,3,1,2,3.25,1188,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2e4d8784-0c32-4827-876e-046c76124dbd,-7.501662011,39.854838625
652210,Mulher,66,vila franca de xira,38.922105438,-8.984502877,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,"Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,mercado,carro,Sim,,Não,"Não mudou, mas consideraria mudar",1,Não sei,Sim,Não,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Reformado(a),Sim,5,1,4,4,5,3.5,1189,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,69686f25-716d-425f-8950-6ee1d50df9f7,-8.984502877,38.922105438
652211,Homem,66,porto,41.161698034,-8.620935214,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Uma vez por semana,Todos os dias,mercado,a pé,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",1,Não,Sim,Sim,Sim,É difícil viver com o rendimento atual,9º ano (antigo 5º ano),Empregado(a),Não,2,5,2,3,5,3,1190,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,82f10f85-7a63-426d-b5df-d39df8ad4d7a,-8.620935214,41.161698034
652212,Homem,59,sintra,38.823033973,-9.357657954,Nunca,Uma vez por dia,Uma vez por dia,Uma vez por semana,Uma vez por semana,,Uma vez por dia,,Uma vez por semana,Uma vez por dia,Uma vez por dia,Uma vez por semana,Nunca,Todos os dias,supermercado,a pé,Sim,,Sim,Não mudou,4,Sim,Sim,Ns/Nr,Não,O rendimento atual dá para viver,Instrução primária completa,Reformado(a),Não,1,1,2,1,1,1.25,1191,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ac64a018-f910-4a57-9724-7c1ac1673df3,-9.357657954,38.823033973
652215,Homem,28,braga,41.544478205,-8.420923539,Ocasionalmente no mês,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Algumas vezes por semana,mercearia,a pé,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Não,Sim,Sim,Sim,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,4,5,2,3.75,1192,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2ccc317a-4950-436a-9fb8-8ddf43bdbb4f,-8.420923539,41.544478205
652216,Homem,39,beja,37.962452753,-7.855906294,Ocasionalmente no mês,Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,grandes superficies,carro,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Sim,Sim,Sim,Não,O rendimento atual dá para viver,9º ano (antigo 5º ano),Empregado(a),Não,5,3,2,1,2,2.75,1193,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a35c2291-13ff-4919-b0a3-346c10d575d2,-7.855906294,37.962452753
652222,Mulher,59,chamusca,39.271645174,-8.380352459,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,mercearia,carro,Não,,Ns/Nr,Sim,1,Não,Não,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,2,5,3,4,4,3.5,1194,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,03098532-e4a8-4396-9b15-059e97adc854,-8.380352459,39.271645174
